id_cliente,genero,idoso,casado,possui_dependentes,tempo_como_cliente,servico_telefone,servico_internet,servico_seguranca,suporte_tecnico,streaming,tipo_contrato,metodo_pagamento,pagamento_mensal,total_pago,churn
9795-shuhb,female,False,True,True,66,True,dsl,True,yes,True,two year,credit card (automatic),58.2,3810.8,no
3230-iualn,female,False,True,True,45,True,dsl,True,yes,True,two year,mailed check,81.0,3533.6,no
0042-rlhyp,female,False,True,True,69,True,no,True,no internet service,True,two year,bank transfer (automatic),19.7,1396.9,no
8519-imdhu,male,True,True,True,15,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),85.6,1345.55,yes
4945-rvmte,female,False,True,True,28,True,dsl,True,no,True,month-to-month,bank transfer (automatic),59.55,1646.45,no
0201-oamxr,female,False,True,True,70,True,fiber optic,True,yes,True,one year,credit card (automatic),115.55,8127.6,yes
1866-nxpsp,female,False,True,True,36,True,dsl,True,yes,True,one year,mailed check,75.55,2680.15,no
3372-kwfbm,male,True,True,True,16,True,fiber optic,True,no,True,month-to-month,electronic check,86.6,1281.0,yes
7831-qgoxh,female,False,True,True,18,True,fiber optic,True,no,True,month-to-month,electronic check,85.2,1553.9,yes
6393-wryze,female,False,True,True,34,True,fiber optic,True,no,True,month-to-month,electronic check,97.65,3207.55,yes
3941-xtskm,male,False,True,True,42,True,dsl,True,no,True,one year,credit card (automatic),45.1,2049.05,no
1661-czbau,male,False,True,True,48,True,dsl,True,yes,True,one year,bank transfer (automatic),70.95,3629.2,no
6599-rclcj,male,False,True,True,47,True,fiber optic,True,yes,True,month-to-month,electronic check,109.55,5124.55,yes
9831-bpfri,female,False,True,True,39,True,fiber optic,True,yes,True,one year,electronic check,89.55,3474.45,yes
5158-rivop,female,False,True,True,11,True,no,True,no internet service,True,two year,credit card (automatic),20.9,202.3,no
9788-ytfge,male,False,True,True,7,True,no,True,no internet service,True,month-to-month,mailed check,19.95,147.5,no
9277-joomo,female,False,True,True,3,True,no,True,no internet service,True,month-to-month,mailed check,24.6,86.35,no
1907-ylnyw,male,False,True,True,8,True,dsl,True,no,True,month-to-month,electronic check,66.7,579.0,no
1725-mimxw,male,False,True,True,1,True,no,True,no internet service,True,month-to-month,mailed check,19.45,19.45,yes
8947-yrtdv,male,False,True,True,32,True,fiber optic,True,no,True,one year,mailed check,94.8,3131.55,no
3161-onrwk,male,False,True,True,60,True,dsl,True,yes,True,one year,bank transfer (automatic),65.85,3928.3,no
0114-rsrrw,female,False,True,True,10,True,no,True,no internet service,True,month-to-month,bank transfer (automatic),19.95,187.75,no
4565-nlzbv,female,False,True,True,71,True,no,True,no internet service,True,two year,bank transfer (automatic),24.65,1710.15,no
0031-pvlzi,female,False,True,True,4,True,no,True,no internet service,True,month-to-month,mailed check,20.35,76.35,yes
7206-gzcdc,female,True,True,True,1,True,fiber optic,True,no,True,month-to-month,electronic check,69.25,69.25,yes
6682-vcixc,female,False,True,True,43,True,dsl,True,yes,True,one year,bank transfer (automatic),51.25,2151.6,no
4791-qrgmf,male,False,True,True,59,True,fiber optic,True,no,True,one year,bank transfer (automatic),99.5,5961.1,yes
6475-vhuiz,female,False,True,True,23,True,dsl,True,yes,True,month-to-month,electronic check,54.25,1221.55,no
3910-mrqoy,female,False,True,True,72,True,no,True,no internet service,True,two year,bank transfer (automatic),19.4,1496.45,no
0661-wcqnq,male,False,True,True,22,True,dsl,True,yes,True,one year,credit card (automatic),56.25,1292.2,no
7537-rbwea,female,False,True,True,1,True,dsl,True,no,True,month-to-month,mailed check,25.15,25.15,no
4656-caurt,male,False,True,True,69,True,no,True,no internet service,True,two year,bank transfer (automatic),23.95,1713.1,no
0121-snyrk,male,False,True,True,50,True,dsl,True,yes,True,one year,mailed check,35.4,1748.9,no
1768-zaifu,female,True,True,True,1,True,dsl,True,no,True,month-to-month,electronic check,25.2,25.2,yes
4671-lxrdq,male,False,True,True,2,True,dsl,True,no,True,month-to-month,mailed check,45.0,96.45,yes
3733-lsyce,female,False,True,True,15,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),75.35,1114.55,no
6265-frmtq,male,False,True,True,31,True,no,True,no internet service,True,two year,bank transfer (automatic),20.4,609.1,no
1934-sjvjk,male,False,True,True,1,True,no,True,no internet service,True,month-to-month,mailed check,20.15,20.15,yes
3838-ozurd,male,False,True,True,66,True,fiber optic,True,no,True,month-to-month,credit card (automatic),105.0,7133.25,yes
1371-dwpaz,female,False,True,True,0,True,dsl,True,yes,True,two year,credit card (automatic),56.05,56.05,no
9269-cqool,male,False,True,True,3,True,dsl,True,no,True,month-to-month,credit card (automatic),54.7,169.45,yes
2017-ccblh,female,False,True,True,8,True,no,True,no internet service,True,two year,mailed check,20.0,141.6,no
7690-kpncu,male,False,True,True,64,True,dsl,True,no,True,one year,credit card (automatic),73.05,4688.65,no
0536-bgfmz,female,False,True,True,28,True,no,True,no internet service,True,month-to-month,mailed check,20.5,563.05,no
2293-ijwps,female,False,True,True,57,True,fiber optic,True,no,True,one year,credit card (automatic),100.75,5985.0,no
2845-hsjcy,female,False,True,True,14,True,fiber optic,True,no,True,month-to-month,electronic check,87.25,1258.6,yes
5469-nujur,male,False,True,True,19,True,no,True,no internet service,True,two year,mailed check,19.95,373.5,no
1184-pjvdb,male,False,True,True,10,True,fiber optic,True,no,True,month-to-month,electronic check,79.95,857.2,yes
2625-trczq,female,False,True,True,51,True,dsl,True,no,True,month-to-month,electronic check,49.65,2553.35,no
4102-hlenu,female,False,True,True,67,True,dsl,True,no,True,two year,mailed check,65.65,4322.85,no
7266-gssjx,male,False,True,True,11,True,no,True,no internet service,True,month-to-month,electronic check,20.45,250.8,no
7722-vjrqd,male,False,True,True,72,True,dsl,True,yes,True,two year,bank transfer (automatic),60.95,4549.05,no
7073-qetqy,male,False,True,True,66,True,no,True,no internet service,True,one year,electronic check,20.35,1359.5,no
9415-dpews,female,False,True,True,18,True,fiber optic,True,yes,True,month-to-month,electronic check,88.35,1639.3,yes
5624-ryamh,female,False,True,True,9,True,no,True,no internet service,True,month-to-month,electronic check,19.5,178.85,no
0196-jtuqi,female,False,True,True,9,True,fiber optic,True,no,True,month-to-month,credit card (automatic),75.2,633.85,no
7130-yxbro,male,False,True,True,48,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),111.45,5315.1,no
9272-lsvyh,male,False,True,True,10,True,fiber optic,True,no,True,month-to-month,mailed check,70.15,735.5,no
7943-rqchr,female,False,True,True,9,True,fiber optic,True,no,True,month-to-month,electronic check,94.75,889.9,yes
3793-mmfuh,female,True,True,True,13,True,fiber optic,True,no,True,month-to-month,electronic check,95.05,1290.0,yes
3249-zpqrg,male,False,True,True,4,True,fiber optic,True,no,True,month-to-month,electronic check,78.45,330.05,yes
2568-brgyx,male,False,True,True,4,True,fiber optic,True,no,True,month-to-month,electronic check,70.2,237.95,yes
3084-dowle,female,False,True,True,72,True,dsl,True,yes,True,two year,bank transfer (automatic),92.0,6474.4,no
1084-mnsmj,female,False,True,True,51,True,dsl,True,yes,True,two year,credit card (automatic),85.5,4421.95,no
7721-jxeaw,male,False,True,True,59,True,dsl,True,no,True,month-to-month,bank transfer (automatic),41.05,2452.7,yes
7249-wbiyx,male,False,True,True,10,True,fiber optic,True,no,True,month-to-month,electronic check,85.6,813.85,yes
4238-hfhsn,male,True,True,True,61,True,fiber optic,True,no,True,month-to-month,electronic check,82.15,4904.85,no
6250-cggun,male,False,True,True,54,True,fiber optic,True,yes,True,one year,electronic check,84.4,4484.05,no
5478-jjvzk,female,False,True,True,33,True,dsl,True,no,True,month-to-month,mailed check,60.9,2033.85,no
7596-iiwyc,female,False,True,True,27,True,no,True,no internet service,True,two year,bank transfer (automatic),20.25,538.2,no
6567-hoopw,female,True,True,True,1,True,fiber optic,True,no,True,month-to-month,electronic check,79.2,79.2,yes
9793-wecqc,male,False,True,True,23,True,fiber optic,True,no,True,month-to-month,mailed check,95.3,2192.9,no
4291-hpaxl,male,False,True,True,1,True,no,True,no internet service,True,month-to-month,mailed check,19.85,19.85,no
8999-ypybv,male,False,True,True,45,True,dsl,True,yes,True,two year,mailed check,84.35,3858.05,no
1839-fbnfr,female,False,True,True,39,True,no,True,no internet service,True,two year,bank transfer (automatic),19.85,854.8,no
3164-aalrn,male,False,True,True,5,True,dsl,True,no,True,one year,mailed check,70.0,347.4,yes
3071-mvjcd,male,False,True,True,72,True,dsl,True,yes,True,two year,bank transfer (automatic),82.3,5815.15,no
1697-bcshv,female,False,True,True,58,True,dsl,True,no,True,month-to-month,bank transfer (automatic),66.8,3970.4,no
0562-kbdvm,female,False,True,True,70,True,dsl,True,yes,True,two year,bank transfer (automatic),44.6,3058.15,no
1131-suekt,male,False,True,True,61,True,fiber optic,True,yes,True,one year,bank transfer (automatic),98.45,6145.2,no
3717-oeauq,male,False,True,True,2,True,fiber optic,True,no,True,month-to-month,mailed check,70.7,129.2,no
4538-wntmj,female,False,True,True,46,True,no,True,no internet service,True,one year,mailed check,24.95,1165.9,no
3334-cthol,female,False,True,True,1,True,dsl,True,no,True,month-to-month,bank transfer (automatic),49.95,49.95,yes
4704-eryfc,female,False,True,True,22,True,fiber optic,True,no,True,month-to-month,electronic check,69.25,1554.0,yes
9432-ruvsl,female,False,True,True,48,True,fiber optic,True,yes,True,two year,credit card (automatic),102.5,4904.25,no
8060-hiwjj,male,False,True,True,64,True,dsl,True,yes,True,two year,credit card (automatic),86.55,5632.55,no
7684-xsziy,male,False,True,True,72,True,no,True,no internet service,True,two year,bank transfer (automatic),24.3,1643.25,no
9089-uowjg,female,False,True,True,12,True,dsl,True,no,True,month-to-month,credit card (automatic),58.35,740.55,no
8621-mnihh,female,True,True,True,34,True,fiber optic,True,no,True,month-to-month,electronic check,94.25,3217.55,yes
8039-aclpl,female,False,True,True,72,True,dsl,True,no,True,two year,credit card (automatic),68.75,4888.2,no
9885-aibvb,male,False,True,True,29,True,fiber optic,True,no,True,month-to-month,electronic check,85.8,2440.25,no
1934-mkpxs,male,False,True,True,33,True,no,True,no internet service,True,one year,credit card (automatic),20.1,620.55,no
2592-ykdif,female,False,True,True,1,True,no,True,no internet service,True,month-to-month,mailed check,20.35,20.35,no
2272-jkmsi,female,False,True,True,62,True,fiber optic,True,yes,True,one year,electronic check,110.8,6840.95,no
0471-lvhgk,male,False,True,True,41,True,dsl,True,no,True,one year,electronic check,73.0,3001.2,yes
9518-rwhzl,female,False,True,True,64,True,fiber optic,True,no,True,one year,credit card (automatic),100.05,6254.2,yes
8714-ctzjw,female,False,True,True,4,True,fiber optic,True,no,True,month-to-month,credit card (automatic),82.85,319.6,no
3569-edbpq,female,False,True,True,24,True,fiber optic,True,yes,True,month-to-month,electronic check,84.35,1938.05,no
3131-nwvfj,female,False,True,True,14,True,no,True,no internet service,True,one year,mailed check,19.55,294.5,no
7521-yxvzy,male,False,True,True,3,True,no,True,no internet service,True,month-to-month,mailed check,19.95,58.3,no
5419-conwx,female,True,True,True,4,True,fiber optic,True,no,True,month-to-month,credit card (automatic),99.8,442.85,yes
6240-eurks,female,False,True,True,18,True,dsl,True,no,True,month-to-month,electronic check,35.0,553.0,yes
2373-ntkod,male,False,True,True,8,True,dsl,True,no,True,month-to-month,electronic check,66.25,546.45,no
1970-kkfwl,female,False,True,True,35,True,no,True,no internet service,True,two year,bank transfer (automatic),23.3,797.1,no
6960-hvyxr,female,False,True,True,1,True,fiber optic,True,no,True,month-to-month,electronic check,76.0,76.0,yes
9337-srrni,male,False,True,True,66,True,no,True,no internet service,True,two year,credit card (automatic),25.3,1673.8,no
0895-uadgo,male,False,True,True,8,True,dsl,True,yes,True,two year,mailed check,44.55,343.45,no
5678-vfneq,female,False,True,True,71,True,fiber optic,True,no,True,one year,credit card (automatic),104.1,7412.25,no
5977-ckhon,female,False,True,True,43,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),92.55,4039.0,no
7024-ohcck,female,True,True,True,2,True,fiber optic,True,no,True,month-to-month,electronic check,93.85,170.85,yes
2692-bucfv,male,True,True,True,29,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),101.45,2948.6,no
7861-uvuft,female,False,True,True,15,True,fiber optic,True,no,True,month-to-month,electronic check,84.3,1308.4,yes
1830-ggfnm,male,False,True,True,65,True,fiber optic,True,yes,True,two year,credit card (automatic),94.55,6078.75,no
5302-bdjnt,male,False,True,True,35,True,fiber optic,True,yes,True,month-to-month,electronic check,95.5,3418.2,no
5223-uzavk,male,False,True,True,64,True,fiber optic,True,no,True,one year,credit card (automatic),100.3,6603.8,no
4859-zsrdz,female,False,True,True,58,True,dsl,True,yes,True,two year,credit card (automatic),55.5,3166.9,no
5651-wyiph,female,True,True,True,18,True,dsl,True,no,True,month-to-month,credit card (automatic),49.85,865.75,no
9350-vlhmb,male,False,True,True,67,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),89.55,6373.1,no
3498-lzgqz,male,False,True,True,63,True,no,True,no internet service,True,two year,mailed check,19.15,1177.05,no
8785-cjshh,female,False,True,True,60,True,fiber optic,True,no,True,month-to-month,electronic check,99.8,5985.75,no
5357-tzhpp,male,True,True,True,9,True,fiber optic,True,no,True,month-to-month,credit card (automatic),84.4,732.5,yes
3870-spzsi,female,False,True,True,70,True,fiber optic,True,yes,True,two year,credit card (automatic),113.05,7869.05,no
0680-dfnny,male,False,True,True,15,True,fiber optic,True,no,True,month-to-month,electronic check,101.1,1504.05,yes
7560-qrbxh,female,False,True,True,48,True,no,True,no internet service,True,one year,mailed check,19.95,936.7,no
7077-xjmet,male,False,True,True,12,True,dsl,True,yes,True,month-to-month,electronic check,74.15,741.4,no
8752-ghjfu,male,True,True,True,71,True,fiber optic,True,yes,True,one year,electronic check,92.0,6585.2,no
6896-srvyq,male,True,True,True,44,True,fiber optic,True,no,True,month-to-month,electronic check,73.85,3122.4,no
7767-uxagj,male,False,True,True,1,True,dsl,True,no,True,month-to-month,electronic check,50.45,50.45,yes
4652-odevh,male,False,True,True,45,True,no,True,no internet service,True,two year,mailed check,24.45,1088.25,no
6510-upnks,female,False,True,True,23,True,no,True,no internet service,True,one year,credit card (automatic),24.8,615.35,no
6718-bdghg,female,False,True,True,43,True,dsl,True,yes,True,one year,bank transfer (automatic),64.85,2908.2,no
9046-dqmtp,male,False,True,True,35,True,no,True,no internet service,True,month-to-month,bank transfer (automatic),20.75,739.9,no
6439-lajxl,male,False,True,True,9,True,dsl,True,yes,True,month-to-month,mailed check,68.95,593.85,no
1571-savhk,male,False,True,True,12,True,fiber optic,True,yes,True,month-to-month,mailed check,99.95,1132.75,yes
9052-vkduw,female,True,True,True,65,True,fiber optic,True,no,True,month-to-month,credit card (automatic),109.4,7227.45,no
9546-cqjsu,female,False,True,True,2,True,fiber optic,True,no,True,month-to-month,electronic check,91.4,193.6,yes
1666-jzpzt,male,False,True,True,27,True,dsl,True,no,True,month-to-month,mailed check,49.0,1291.35,no
5777-kjirb,female,False,True,True,40,True,dsl,True,no,True,one year,mailed check,50.25,2023.55,no
0506-lvngn,female,True,True,True,5,True,fiber optic,True,no,True,month-to-month,credit card (automatic),75.55,349.65,yes
7677-sjjjk,male,False,True,True,8,True,no,True,no internet service,True,one year,credit card (automatic),19.9,153.95,no
2480-ejwyp,female,True,True,True,58,True,fiber optic,True,no,True,one year,bank transfer (automatic),97.8,5458.8,no
3253-hkokl,female,False,True,True,52,True,fiber optic,True,no,True,one year,electronic check,100.3,5244.45,no
7055-hneoj,male,False,True,True,3,True,dsl,True,yes,True,month-to-month,mailed check,55.8,154.55,no
5514-yqent,male,False,True,True,41,True,fiber optic,True,yes,True,two year,electronic check,111.15,4507.15,no
3211-aapkx,male,False,True,True,20,True,fiber optic,True,yes,True,month-to-month,mailed check,98.55,2031.95,no
8445-dnbae,male,False,True,True,1,True,dsl,True,no,True,month-to-month,electronic check,50.05,50.05,no
2951-qoqtk,male,False,True,True,4,True,fiber optic,True,yes,True,month-to-month,credit card (automatic),80.8,332.45,yes
2958-nhpps,male,False,True,True,23,True,no,True,no internet service,True,month-to-month,electronic check,20.85,473.9,no
6806-ydeul,female,True,True,True,6,True,no,True,no internet service,True,month-to-month,bank transfer (automatic),19.5,106.8,no
1735-xmjvh,male,False,True,True,8,True,no,True,no internet service,True,month-to-month,mailed check,19.35,152.6,no
6890-pfrqx,male,False,True,True,18,True,dsl,True,no,True,month-to-month,mailed check,69.5,1199.4,no
0222-cnvpt,male,True,True,True,52,True,dsl,True,no,True,month-to-month,credit card (automatic),48.8,2555.05,no
5899-ouvkv,male,False,True,True,31,True,fiber optic,True,no,True,month-to-month,electronic check,94.5,2979.2,no
8681-icons,male,False,True,True,29,True,no,True,no internet service,True,month-to-month,mailed check,20.65,654.85,no
1621-yncjh,female,False,True,True,36,True,fiber optic,True,yes,True,two year,credit card (automatic),106.05,3834.4,no
3473-xiiit,female,False,True,True,16,True,fiber optic,True,no,True,month-to-month,electronic check,100.0,1534.75,yes
6362-qhafm,male,False,True,True,42,True,fiber optic,True,yes,True,one year,electronic check,108.3,4586.15,no
7893-ixhrq,male,False,True,True,1,True,no,True,no internet service,True,month-to-month,electronic check,20.55,20.55,yes
3070-bdoqc,female,False,True,True,60,True,fiber optic,True,no,True,two year,electronic check,99.65,5941.05,no
2952-qayzf,male,False,True,True,5,True,fiber optic,True,no,True,month-to-month,electronic check,85.3,424.15,yes
6234-pfpxl,male,False,True,True,22,True,fiber optic,True,yes,True,month-to-month,credit card (automatic),95.9,2234.95,no
9824-qcjpk,male,False,True,True,36,True,no,True,no internet service,True,one year,mailed check,20.0,666.75,no
4763-pgdpo,female,False,True,True,4,True,fiber optic,True,no,True,month-to-month,electronic check,70.4,281.0,yes
4283-ivyci,male,False,True,True,9,True,dsl,True,yes,True,month-to-month,mailed check,64.95,547.8,no
1866-obpnr,male,False,True,True,1,True,fiber optic,True,no,True,month-to-month,credit card (automatic),74.6,74.6,no
8205-mqugy,male,False,True,True,12,True,dsl,True,no,True,month-to-month,electronic check,49.2,571.15,no
8970-anwxo,female,False,True,True,23,True,dsl,True,yes,True,one year,mailed check,73.75,1756.6,no
9480-bqjei,male,False,True,True,62,True,fiber optic,True,no,True,one year,bank transfer (automatic),92.3,5731.45,no
5394-svgjv,male,False,True,True,37,True,fiber optic,True,yes,True,month-to-month,bank transfer (automatic),98.8,3475.55,yes
6979-tndeu,female,False,True,True,8,True,no,True,no internet service,True,month-to-month,mailed check,19.2,156.85,no
9777-wjjpr,male,False,True,True,31,True,fiber optic,True,no,True,month-to-month,credit card (automatic),88.65,2683.2,no
9283-lzqoh,male,False,True,True,13,True,fiber optic,True,no,True,month-to-month,credit card (automatic),74.4,896.75,yes
7079-qrcbc,female,False,True,True,24,True,fiber optic,True,no,True,month-to-month,electronic check,98.75,2407.3,yes
9495-sklkd,male,False,True,True,45,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),95.95,4456.65,no
6048-uwkal,female,True,True,True,69,True,fiber optic,True,yes,True,two year,credit card (automatic),105.4,6998.95,no
5067-dgxll,male,False,True,True,2,True,no,True,no internet service,True,month-to-month,mailed check,20.25,36.8,no
5469-ctcwn,male,False,True,True,61,True,fiber optic,True,no,True,one year,electronic check,106.0,6547.7,yes
9851-qxeeq,male,False,True,True,41,True,fiber optic,True,no,True,month-to-month,electronic check,104.7,4346.4,yes
6281-fkews,female,False,True,True,44,True,dsl,True,no,True,one year,electronic check,49.05,2265.0,no
8898-kascd,male,False,True,True,39,True,dsl,True,yes,True,one year,mailed check,35.55,1309.15,no
9242-tkfsv,male,False,True,True,72,True,dsl,True,yes,True,two year,credit card (automatic),65.1,4754.3,no
9290-shcmb,female,True,True,True,13,True,fiber optic,True,no,True,month-to-month,electronic check,96.85,1235.55,no
0743-hnpfg,female,False,True,True,51,True,dsl,True,yes,True,one year,credit card (automatic),69.75,3562.5,no
2277-bkjkn,female,True,True,True,71,True,fiber optic,True,no,True,two year,electronic check,99.2,7213.75,no
9809-imgcq,male,True,True,True,22,True,fiber optic,True,no,True,month-to-month,electronic check,96.7,2082.95,yes
5208-hfsbt,female,False,True,True,2,True,dsl,True,yes,True,month-to-month,credit card (automatic),55.05,102.75,yes
5035-pgzxh,female,False,True,True,56,True,fiber optic,True,no,True,one year,electronic check,106.8,5914.4,no
8695-wdyea,male,False,True,True,1,True,dsl,True,no,True,month-to-month,mailed check,51.25,51.25,no
6543-jxsoo,female,False,True,True,23,True,dsl,True,yes,True,one year,mailed check,57.75,1282.85,no
8016-zmgmo,female,True,True,True,66,True,dsl,True,no,True,one year,bank transfer (automatic),70.85,4738.85,no
8605-ituld,female,False,True,True,1,True,no,True,no internet service,True,month-to-month,mailed check,19.55,19.55,no
3254-yrilk,male,True,True,True,19,True,fiber optic,True,no,True,month-to-month,electronic check,88.2,1775.8,yes
6416-yjttb,male,False,True,True,11,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),79.5,795.65,no
2667-wylwj,female,False,True,True,8,True,no,True,no internet service,True,one year,mailed check,19.75,145.0,yes
4472-vesgy,female,False,True,True,52,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),98.15,4993.4,no
3195-tqdzx,male,False,True,True,3,True,no,True,no internet service,True,month-to-month,electronic check,20.25,61.45,no
3128-yovtd,female,False,True,True,51,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),79.15,4018.55,no
0529-onker,male,True,True,True,15,True,fiber optic,True,no,True,month-to-month,electronic check,75.65,1146.65,yes
1728-cxqbe,male,True,True,True,64,True,fiber optic,True,no,True,month-to-month,electronic check,94.25,6081.4,no
7041-txqjh,female,False,True,True,37,True,dsl,True,no,True,month-to-month,credit card (automatic),40.2,1478.85,no
5014-gsouq,male,False,True,True,13,True,no,True,no internet service,True,two year,mailed check,19.95,243.65,no
5724-bidbu,male,False,True,True,49,True,dsl,True,no,True,one year,electronic check,55.35,2633.95,no
0481-sumcb,female,True,True,True,45,True,fiber optic,True,no,True,one year,bank transfer (automatic),102.15,4735.35,no
1769-gruik,female,False,True,True,18,True,fiber optic,True,no,True,month-to-month,electronic check,71.1,1247.75,no
5240-ijoqt,male,True,True,True,1,True,fiber optic,True,no,True,month-to-month,electronic check,74.7,74.7,yes
8819-wfggj,male,False,True,True,68,True,dsl,True,no,True,two year,bank transfer (automatic),54.1,3794.5,no
7427-aufpy,male,False,True,True,54,True,no,True,no internet service,True,two year,credit card (automatic),19.65,1008.7,no
2811-povex,female,True,True,True,23,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),88.45,2130.55,no
1092-ganhu,male,False,True,True,17,True,fiber optic,True,no,True,month-to-month,electronic check,76.65,1313.55,yes
7898-pdwqe,male,False,True,True,71,True,dsl,True,yes,True,two year,credit card (automatic),80.4,5727.15,no
9972-ewrjs,female,False,True,True,67,True,no,True,no internet service,True,two year,bank transfer (automatic),19.25,1372.9,no
9314-ijwsq,female,False,True,True,14,True,fiber optic,True,no,True,month-to-month,electronic check,84.8,1203.9,no
0661-xeyan,female,True,True,True,1,True,dsl,True,no,True,month-to-month,mailed check,25.8,25.8,yes
5799-jrczo,female,False,True,True,63,True,no,True,no internet service,True,two year,credit card (automatic),19.5,1215.1,no
1921-kysay,female,False,True,True,41,True,dsl,True,yes,True,one year,electronic check,68.6,2877.05,no
6198-rtpmf,female,False,True,True,17,True,fiber optic,True,no,True,month-to-month,electronic check,92.6,1579.7,no
2924-khuvi,male,False,True,True,56,True,fiber optic,True,no,True,one year,electronic check,100.55,5514.95,no
1925-gmvbw,female,False,True,True,5,True,no,True,no internet service,True,month-to-month,credit card (automatic),20.55,96.1,no
7881-evuad,female,False,True,True,2,True,dsl,True,no,True,month-to-month,electronic check,42.6,72.4,yes
6184-dyuob,female,False,True,True,3,True,no,True,no internet service,True,month-to-month,mailed check,19.6,55.25,no
9207-zpanb,male,False,True,True,37,True,dsl,True,yes,True,one year,electronic check,67.45,2443.3,no
5766-xqxmq,female,False,True,True,29,True,dsl,True,no,True,month-to-month,bank transfer (automatic),68.85,1970.5,yes
9327-qsded,male,False,True,True,8,True,dsl,True,no,True,month-to-month,mailed check,43.55,335.4,no
1656-drsmg,female,False,True,True,63,True,fiber optic,True,yes,True,month-to-month,credit card (automatic),109.85,7002.95,no
3012-vffmn,female,False,True,True,7,True,no,True,no internet service,True,month-to-month,mailed check,20.65,158.95,no
2984-afwnc,female,False,True,True,3,True,fiber optic,True,no,True,month-to-month,electronic check,95.4,293.15,no
0640-yjtpy,male,False,True,True,72,True,no,True,no internet service,True,two year,bank transfer (automatic),21.0,1493.75,no
8096-loist,female,False,True,True,19,True,dsl,True,no,True,month-to-month,electronic check,56.2,1093.4,no
9764-reaff,female,False,True,True,59,True,no,True,no internet service,True,two year,bank transfer (automatic),18.4,1057.85,no
3703-vavcl,male,False,True,True,2,True,fiber optic,True,yes,True,month-to-month,credit card (automatic),90.0,190.05,yes
7107-ubyky,female,False,True,True,35,True,no,True,no internet service,True,month-to-month,electronic check,25.75,882.55,no
4881-gqjtw,male,False,True,True,14,True,no,True,no internet service,True,month-to-month,credit card (automatic),19.6,300.4,no
8519-qjgjd,female,False,True,True,14,True,fiber optic,True,no,True,month-to-month,electronic check,75.35,1025.95,yes
7876-dnyap,female,False,True,True,69,True,no,True,no internet service,True,two year,credit card (automatic),19.8,1436.95,no
7905-njmxs,male,True,True,True,7,True,dsl,True,yes,True,month-to-month,electronic check,64.2,475.0,no
2882-wdtba,male,False,True,True,69,True,dsl,True,yes,True,two year,bank transfer (automatic),75.75,5388.15,no
2091-gppiq,female,False,True,True,72,True,dsl,True,yes,True,two year,electronic check,78.95,5730.15,no
6326-mttxk,male,False,True,True,8,True,fiber optic,True,no,True,month-to-month,electronic check,100.85,819.55,yes
5071-fbjfs,female,False,True,True,4,True,dsl,True,no,True,month-to-month,electronic check,50.3,217.1,no
2796-uuzzo,male,False,True,True,63,True,fiber optic,True,no,True,month-to-month,credit card (automatic),80.3,4896.35,no
2429-aykko,male,False,True,True,72,True,no,True,no internet service,True,two year,bank transfer (automatic),19.85,1434.1,no
9798-opfem,female,False,True,True,46,True,no,True,no internet service,True,two year,electronic check,21.1,937.1,no
0330-ivzha,female,False,True,True,5,True,fiber optic,True,no,True,month-to-month,electronic check,69.95,330.15,yes
3794-nfnch,male,False,True,True,30,True,dsl,True,no,True,month-to-month,mailed check,50.0,1474.9,no
5193-qlvzb,male,False,True,True,63,True,fiber optic,True,no,True,two year,bank transfer (automatic),104.75,6536.5,no
7114-aeoze,female,False,True,True,60,True,no,True,no internet service,True,two year,bank transfer (automatic),19.85,1128.1,no
2886-kefum,female,False,True,True,63,True,fiber optic,True,no,True,one year,electronic check,107.5,6873.75,yes
5522-nykpb,male,False,True,True,25,True,fiber optic,True,yes,True,month-to-month,electronic check,85.9,2199.05,no
4237-rlaqd,male,False,True,True,1,True,dsl,True,no,True,month-to-month,mailed check,45.85,45.85,yes
9957-yodkz,male,True,True,True,6,True,fiber optic,True,no,True,month-to-month,electronic check,80.8,457.1,no
6518-kzxcb,male,False,True,True,22,True,no,True,no internet service,True,two year,mailed check,25.25,566.5,no
2245-adzfj,female,False,True,True,31,True,dsl,True,yes,True,two year,bank transfer (automatic),80.55,2471.6,no
7776-qgyjc,female,False,True,True,39,True,fiber optic,True,yes,True,month-to-month,bank transfer (automatic),81.5,3107.3,no
9313-qoltz,male,False,True,True,26,True,no,True,no internet service,True,month-to-month,mailed check,20.9,518.3,no
9651-gtsaq,female,False,True,True,53,True,fiber optic,True,no,True,one year,bank transfer (automatic),106.1,5769.75,yes
3186-baxnb,female,False,True,True,1,True,fiber optic,True,yes,True,month-to-month,electronic check,91.7,91.7,yes
4672-fotsd,male,False,True,True,12,True,dsl,True,yes,True,month-to-month,electronic check,67.25,832.3,no
